Registro_ANS;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP
354295;RUA PORTO ALEGRE;132;;CENTRO;ChapecÃ³;SC;89802130
345709;RUA BIAS FORTES;216;;SÃƒO SEBASTIÃƒO;Conselheiro Lafaiete;MG;36406060
324345;RUA PE JOAO GUALBERTO DE MAGALHAES;765;;VIVENDAS COSTA AZUL;EunÃ¡polis;BA;45820645
371106;RUA SANTOS DUMONT;2705;CX POSTAL 337;CENTRO;Toledo;PR;85900010
311146;RUA MOISES ABRAAO;133;;CENTRO;ItaguaÃ­;RJ;23815460
342084;RUA BARAO DE MELGAÃ‡O;2713;;CENTRO SUL;CuiabÃ¡;MT;78020800
304701;AV AFFONSO PENNA;297;;TARUMÃƒ;Curitiba;PR;82530280
330108;RUA JOAQUIM FELICIO;116;;CENTRO;Curvelo;MG;35790000
311944;AVENIDA RIO BRANCO;258;;CENTRO;Adamantina;SP;17800000
303844;RUA CUIABA;896;JARDIM SANTO ANTÃ”NIO;CENTRO;Andradina;SP;16901200
369411;RUA RIO DE JANEIRO;357;;VILA MENDONÃ‡A;AraÃ§atuba;SP;16015150
364312;AVENIDA MARIA ANTONIA CAMARGO DE OLIVEIR;2599;;CENTRO;Araraquara;SP;14800370
300713;AVENIDA WALTER ANTONIO FONTANA;1997;;VILA CLAUDIA;Assis;SP;19815340
304123;RUA SANTA CATARINA;1981;;ALTO;AvarÃ©;SP;18708005
330264;RUA JUIZ ANTONIO CIANNI;55;;CENTRO;Barra Mansa;RJ;27310030
347108;RUA DEZOITO;275;;CENTRO;Barretos;SP;14780060
313149;RUA DR MANOEL FURTADO;300;;CENTRO;Batatais;SP;14300000
369659;RUA GUSTAVO MACIEL;nov/30;;CENTRO;Bauru;SP;17015320
331341;PRAÃ‡A ABÃLIO ALVES MARQUES;134;1Âº ANDAR;CENTRO;Bebedouro;SP;14700329
345776;RUA SAUDADES;32;76;CENTRO;Birigui;SP;16200005
304883;RUA MAJOR LEÃ”NIDAS CARDOSO;43;;CENTRO;Botucatu;SP;18600140
348244;RUA GUILHERME WEGNER;935;;SÃƒO LUIZ;Brusque;SC;88351495
352683;RUA TENENTE CORONEL CARDOSO;621;;CENTRO;Campos dos Goytacazes;RJ;28035043
366340;PRAÃ‡A DR. CEZÃRIO MOTTA;484;;CENTRO;Capivari;SP;13360000
370070;RUA BARAO DO CERRO AZUL;594;;CENTRO;Cascavel;PR;85802050
324566;RUA DOUTOR PEDRO LUDOVICO;180;;CENTRO;CatalÃ£o;GO;75701030
351407;RUA RIO PRETO;450;;CENTRO;Catanduva;SP;15800320
334154;CEL JOAO DIAS GUIMARAES;435;;CENTRO;CaÃ§apava;SP;12281350
354627;AVENIDA MATO GROSSO;1335;;CENTRO;Cianorte;PR;87200000
344788;RUA CUIABÃ;1083;;CENTRO;CorumbÃ¡;MS;79300060
329339;RUA ESTEVAO EMILIO DE SOUZA;201;;CEARÃ;CriciÃºma;SC;88815180
333662;Rua Oliveira Marques;2037;3Âº Andar;Jardim Central;Dourados;MS;79805021
314781;RUA EUCLIDES DA CUNHA;501;;CENTRO;Dracena;SP;17900000
326089;AVENIDA AFONSO CÃFARO;2611;;CORINTO;FernandÃ³polis;SP;15603436
317144;AV. SANTOS DUMONT;949;;ALDEOTA;Fortaleza;CE;60150160
355577;AV. JUSCELINO KUBITSCHEK DE OLIVEIRA;831;;CAMPO DO GALVÃƒO;GuaratinguetÃ¡;SP;12505300
333051;AVENIDA  PAULO FACCINI ;900;Fundos p/ Rua TapajÃ³s, nÂº 265, 269 e 273;JARDIM BARBOSA;Guarulhos;SP;7111000
365238;RUA DOMINGOS ROBERT;941;;CENTRO;Ibitinga;SP;14940133
329886;AVENIDA CARLOS BERCHIERI;791;;NOVA JABOTICABAL;Jaboticabal;SP;14870010
334847;RUA JOAQUIM NABUCO;901;;CENTRO;JataÃ­;GO;75800024
321273;RUA ORESTES GUIMARAES;905;;AMÃ‰RICA;Joinville;SC;89204060
325031;RUA MANOEL AMÃ‚NCIO;65;;CENTRO;LenÃ§Ã³is Paulista;SP;18682550
301574;RUA SANTA TEREZINHA;5;;CENTRO;Limeira;SP;13480090
354279;RUA FLORIANO PEIXOTO;1040;BLOCO D;CENTRO;Lins;SP;16400101
343269;AVENIDA AYRTON SENNA DA SILVA;1065;;PARQUE GUANABARA BOULEVARD;Londrina;PR;86050460
385620;PRAÃ‡A ROSENDO PEREIRA LEITE;74;;VILA ZELIA;Lorena;SP;12604080
302953;RUA EUZÃ‰BIO DE QUEIROZ;454;;CENTRO;MacaÃ©;RJ;27910230
311961;AVENIDA CONSTANTINO NERY;1678;;SÃƒO GERALDO;Manaus;AM;69050000
336106;RUA BORORÃ“S;225;;SALGADO FILHO;MarÃ­lia;SP;17502270
357715;AVENIDA ANTONIO CARLOS PANIAGO;QD 7;LOTE 3;MUNDINHO;Mineiros;GO;75832005
328308;AV. JOÃƒO BAPTISTA DE LIMA FIGUEIREDO;1818;JARDIM SANTA CECÃLIA;CENTRO;Mococa;SP;13733045
309524;RUA FLORINDO CESTARI;1262;;CENTRO;Monte Alto;SP;15910000
311294;RUA JOAQUIM DE AZEVEDO;628;;VILA MORAES;Ourinhos;SP;19900280
361615;RUA JOÃƒO EUGÃŠNIO;677;;CENTRO;ParanaguÃ¡;PR;83203400
320862;RUA RIO GRANDE DO NORTE;1428;;CENTRO;ParanavaÃ­;PR;87701020
323004;RUA LUIZ OSÃ“RIO;763;;CENTRO;PenÃ¡polis;SP;16300013
342343;RUA ALCIDES RAMOS NOGUEIRA;650;1Âº ANDAR/ SALA 1;MOMBAÃ‡A;Pindamonhangaba;SP;12421705
315729;Av. Antonia Pazzinato Sturion;1201;;Morumbi;Piracicaba;SP;13420640
314242;RUA JOAQUIM PROCÃ“PIO DE ARAÃšJO;3178;;CENTRO;Pirassununga;SP;13631020
315796;AV. CEL. JOSÃ‰ SOARES MARCONDES;3355;;JARDIM BONGIOVANI;Presidente Prudente;SP;19050230
351776;RUA TAMEKICHI TAKANO;11;TERREO;CENTRO;Registro;SP;11900000
351202;RUA LAFAIETE;789;;CENTRO;RibeirÃ£o Preto;SP;14015080
306126;AVENIDA TRÃŠS;654;;CENTRO;Rio Claro;SP;13500391
369292;AVENIDA BRASIL;555;;VILA FREZZARIM;Americana;SP;13465240
355721;AV ANA COSTA;211;;ENCRUZILHADA;Santos;SP;11060001
354619;RUA ALEXANDRE CARLOS DE MELO;118;ANEXO II;JD. AEROPORTO;SÃ£o JosÃ© do Rio Pardo;SP;13720000
303178;AV. DOM JOSE TUPINAMBÃ DA FROTA;1951;;CENTRO;Sobral;CE;62010290
318388;RUA CAPITÃƒO JOSÃ‰ VICENTE DE MORAES;97;;ESPLANADA MENDES;SÃ£o Roque;SP;18130780
361941;RUA CEL. AURELIANO DE CAMARGO;645;;CENTRO;TatuÃ­;SP;18270170
363286;RUA CEL. AUGUSTO MONTEIRO;595;;CENTRO;TaubatÃ©;SP;12020160
342386;AV. ANTONIO TRAJANO;1110;;CENTRO;TrÃªs Lagoas;MS;79601002
364860;AV MARCOLINO MARTINS CABRAL;2300;;AEROPORTO;TubarÃ£o;SC;88705002
365530;RUA PIRATININS;110;;CENTRO;TupÃ£;SP;17600100
362573;RUA NOSSA SENHORA DA SAÃšDE;118;;CENTRO;UbÃ¡;MG;36500008
364584;RODOVIA DOS METALURGICOS ;2520;;CASA DE PEDRA;Volta Redonda;RJ;27258000
328073;RUA RIO DE JANEIRO;3260;;PATRIMÃ”NIO VELHO;Votuporanga;SP;15505165
319121;RUA ITAPECERICA;427;;CENTRO;DivinÃ³polis;MG;35500018
300870;ALAMEDA SANTOS;1827;15Âº ANDAR;CERQUEIRA CÃ‰SAR;SÃ£o Paulo;SP;1419909
356123;RUA SANTA CLARA;78;;SALESIANO;Juazeiro do Norte;CE;63010065
321958;RUA PADRE LUIS FIGUEIRA;52;;CENTRO;Fortaleza;CE;60120150
312363;AV. RIO BRANCO;81;8 E 9 ANDARES;CENTRO;Rio de Janeiro;RJ;20040004
355691;RUA OTTO BOEHM;478;;AMÃ‰RICA;Joinville;SC;89201700
319996;RUA JOSÃ‰ GETÃšLIO;78/90;;ACLIMAÃ‡ÃƒO;SÃ£o Paulo;SP;1509000
312720;RUA ANTONIO CAMILO;283;;TARUMÃƒ;Curitiba;PR;82530450
325082;RUA PROFESSORA GUIOMAR PORTO;389;TÃ‰RREO;CENTRO;Barreiras;BA;47800000
350371;AV.OTAVIO SANTOS;147;;RECREIO;VitÃ³ria da Conquista;BA;45020750
311715;RUA FEDERACAO;2799;N/C;CENTRO;Taquara;RS;95600068
357022;AV. SETE DE SETEMBRO;2001;;FÃTIMA;Erechim;RS;99700000
340251;RUA BARÃƒO DO TRIUNFO;821;;CENTRO;SÃ£o Miguel do Oeste;SC;89900000
346209;AV. PRESIDENTE GETÃšLIO VARGAS;1245;;MONTE CASTELO;Teixeira de Freitas;BA;45996137
328031;RUA BARÃƒO DE MELGAÃ‡O;2754;6Âº ANDAR;CENTRO SUL;CuiabÃ¡;MT;78020800
351792;RUA MARECHAL DEODORO DA FONSECA;481;;CENTRO;Foz do IguaÃ§u;PR;85851030
354783;RUA GENERAL CARNEIRO;1595;;CENTRO;Franca;SP;14400500
336858;AV. JULIO ASSIS CAVALHEIRO;1171;;CENTRO;Francisco BeltrÃ£o;PR;85601000
352179;RUA FRANCISCO TIMM;673;;CENTRO;Santa Rosa;RS;98780803
371564;RUA SENADOR GOMES DA SILVA;410;;CENTRO;Frutal;MG;38200000
382876;PRAÃ‡A GILSON ALVES DE SOUZA;650;T-7 ESQ. C/T-1;SETOR BUENO;GoiÃ¢nia;GO;74210250
386588;RUA DOM PEDRO II;435;;CENTRO;Governador Valadares;MG;35010090
360449;RUA DOM JAIME CAMARA;94;;CENTRO;FlorianÃ³polis;SC;88015120
322571;RUA CAPITÃƒO ROCHA, 1273;1263 a 1273;;CENTRO;Guarapuava;PR;85010270
318035;RUA CORONEL ANTONIO COSTA;306;;CENTRO;GuaxupÃ©;MG;37800000
301124;AVENIDA ALAGOAS;2125;L 01 - QD A - LOTEAMENTO DOM PEDRO I;CENTRO;Gurupi;TO;77410070
304395;PRAÃ‡A BARAO DE SARAMENHA;1;;SARAMENHA;Ouro Preto;MG;35400000
320838;RUA JOSÃ‰ ALVES DE PAULA;25;;RESIDENCIAL BELO HORIZONTE;Varginha;MG;37031217
335517;RUA DR. SIZENANDO DE BARROS;62;2Âº ANDAR;CENTRO;Itabira;MG;35900006
322831;AVENIDA CESARIO ALVIM;382;;CENTRO;ItajubÃ¡;MG;37501059
356581;RUA ANTÃ”NIO DE MATOS ;146;GALERIA - EDIF. PORTINARI;CENTRO;ItaÃºna;MG;35680030
301060;AV. DEZESSETE;1196;;CENTRO;Ituiutaba;MG;38300132
321044;AV MARECHAL DEODORO;420;;TORRE;JoÃ£o Pessoa;PB;58040910
352314;RUA FLORIANOPOLIS;27;PRÃ‰DIO;CARNEIRINHOS;JoÃ£o Monlevade;MG;35930018
306886;RUA ESPÃRITO SANTO;1115;SALA 03 E SALA 06 - 25Âº ANDAR;CENTRO;Juiz de Fora;MG;36016905
303267;AV. DONA MANOELA LACERDA DE VERGUEIRO ;25;;ANHANGABAÃš;JundiaÃ­;SP;13208057
345458;RUA DESEMBARGADOR ALBERTO LUZ;211;;CENTRO;Lavras;MG;37200000
386901;RUA RIBEIRO JUNQUEIRA;175;;CENTRO;Leopoldina;MG;36700000
358088;RUA CORONEL ERNESTO DE OLIVEIRA;735;;VILA CONRADO;SÃ£o JoÃ£o da Boa Vista;SP;13870249
303356;AV. CEL. MARCOS KONDER;1233;;CENTRO;ItajaÃ­;SC;88301303
300136;RUA AQUIDABAN;692;;CENTRO;Rio Grande;RS;96200480
327689;AV. FERNANDES LIMA;3113;;FAROL;MaceiÃ³;AL;57057000
354678;RUA ANTÃ”NIO ALKIMIN DA COSTA;230;COMPLEXO UNIMED;LOTEAMENTO DO PARQUE;Machado;MG;37750000
352543;RUA CEARA;701;;CENTRO;Imperatriz;MA;65901610
321087;AV. NILO PEÃ‡ANHA;428;;CENTRO;ValenÃ§a;RJ;27600000
301744;AV.XV DE NOVEMBRO;125;;CENTRO;JoaÃ§aba;SC;89600000
318566;RUA MIGUEL TERTULIANO;579;;ZÃ‰LIA BARBOSA ROCHA;Arapiraca;AL;57305610
311618;AV. GETÃšLIO VARGAS;1079;PRÃ‰DIO;CENTRO;Santo Ã‚ngelo;RS;98801570
304051;RUA JANUÃRIA;593;;CENTRO;Montes Claros;MG;39400077
342157;AVENIDA COUTO DE MAGALHÃƒES;385;;CENTRO;Morrinhos;GO;75650000
368148;AVENIDA JUSCELINO KUBITSCHEK;1095;;CENTRO;MuriaÃ©;MG;36880000
339679;Rua Frei Caneca;1355;08, 09, 10, 11, 12, 14, 15 e 16 Andar.;Bela Vista;SÃ£o Paulo;SP;1307003
335592;RUA MIPIBU;511;;PETROPOLIS;Natal;RN;59020250
328294;RUA ANTONIO MOISES SAAD;1155;;LAGOINHA;RibeirÃ£o Preto;SP;14095230
371629;AV GETULIO VARGAS;196;1Âº E 2Âº ANDARES;CENTRO;Colatina;ES;29700010
315494;RUA JOSINO VALADARES;33;;CENTRO;Paracatu;MG;38600000
365777;RUA JUSSARA;3691;;CENTRO;Umuarama;PR;87501010
360414;AV GETULIO VARGAS;473;;CENTRO;Santo AntÃ´nio de PÃ¡dua;RJ;28470000
357260;RUA SIQUEIRA COUTO;93;5Âº ANDAR;CENTRO;IjuÃ­;RS;98700000
371777;AV AUGUSTO CALMON;2050;;COLINA;Linhares;ES;29900060
353663;RUA DAS ALPINIAS;679;;JARDIM MARINGÃ;Sinop;MT;78556259
358282;RUA PARAIBA;321;;CENTRO;CornÃ©lio ProcÃ³pio;PR;86300000
312592;RUA 10 DE MAIO;254;;CENTRO;Itaperuna;RJ;28300000
323055;RUA CORONEL FLAUZINO BARBOSA SANDOVAL;1480;;CIDADE UNIVERSITÃRIA;Ituverava;SP;14500000
366064;RUA DOS EXPEDICIONARIOS;337;;CENTRO;Jacarezinho;PR;86400000
324213;AV. CARNEIRO DA CUNHA;64;;TORRE;JoÃ£o Pessoa;PB;58040240
335479;RUA PRUDENTE DE MORAES;60;;VILA NOVA;Nova Friburgo;RJ;28630010
344397;RUA CORONEL BERNARDINO DE MELO;1879;;CENTRO;Nova IguaÃ§u;RJ;26255140
305227;AVENIDA BRASILIA ;2291;;CENTRO;Medianeira;PR;85884000
362140;TRAVESSA DOM AMANDO;911;;SANTA CLARA;SantarÃ©m;PA;68005420
415014;RUA CAMPOS SALLES;1013;;CENTRO;Itatiba;SP;13250360
309907;Q ACSU SO 40 RUA NS A;SN;CONJ 02 LOTE 08 ANDAR 1;PLANO DIRETOR SUL;Palmas;TO;77015554
369233;AVENIDA GRACILIANO RAMOS ;198;;PARAISO;Palmeira dos Ãndios;AL;57602130
324523;AV. CARNEIRO DA CUNHA;89;;TORRE;JoÃ£o Pessoa;PB;58040240
304344;Avenida Presidente Vargas;2725;;Senador Valadares;ParÃ¡ de Minas;MG;35661044
370681;RUA TAMOIO;253;;CENTRO;Pato Branco;PR;85501067
336467;AV DOUTOR PEDRO FIRMINO;295;;BRASÃLIA;Patos;PB;58700350
353060;AV. BRASIL;966;;CENTRO;Patos de Minas;MG;38700188
355593;AVENIDA DOM JOSE ANDRE COIMBRA;1426;;CENTRO;PatrocÃ­nio;MG;38740000
311375;RUA ALMIRANTE BARROSO;2309;CASA;CENTRO;Pelotas;RS;96010280
323993;RUA D. PEDRO I;465;;CENTRO;PetrÃ³polis;RJ;25610020
362832;AVENIDA GENERAL CAMARA;589;;CENTRO;Cruz Alta;RS;98025780
319384;RUA LAVA PÃ‰S;1898;2Âº ANDAR;NONOAI;Passo Fundo;RS;99010170
349712;RUA SANTOS DUMONT;1036;;CENTRO;Ponta Grossa;PR;84010360
353876;RUA ITUIUTABA;555;;CENTRO;Iturama;MG;38280000
343722;AVENIDA DOM BOSCO;447;;PALMEIRAS;Ponte Nova;MG;35430232
352501;AV VENANCIO AIRES;1040;;BOM FIM;Porto Alegre;RS;90040192
337374;AVENIDA CARLOS GOMES;1259;;CENTRO;Porto Velho;RO;76801109
316148;AVENIDA GENTIL MESSIAS;217;;VILA CRUZ;PoÃ§os de Caldas;MG;37701528
344885;AV. LINS PETIT;140;;PAISSANDU;Recife;PE;50070225
311847;AVENIDA MOGI MIRIM;2679;;JARDIM GUAÃ‡U MIRIM;Mogi GuaÃ§u;SP;13844115
306100;AV.JOSE CUSTODIO DE OLIVEIRA;1385;;CENTRO;Campo MourÃ£o;PR;87300020
316458;AV EURIPEDES DE AGUIAR;943;;CENTRO;Floriano;PI;64800000
313475;PÃ‡A FELIX PACHECO;676;;CENTRO;Picos;PI;64600000
306762;RUA ALVARO FLORET;565;;VILA HILST;JaÃº;SP;17207020
371254;AV. BENTO MUNHOZ DA ROCHA NETO;750;;-;MaringÃ¡;PR;87030010
305472;RUA JOAO MANOEL DE SOUZA;889;;CENTRO;Itumbiara;GO;75526030
350648;AV 7 DE SETEMBRO;679;;CENTRO;BagÃ©;RS;96400006
328375;AV. 24 DE MAIO;1016;;CENTRO;Sant'Ana do Livramento;RS;97573450
353698;AV. PÃTRIA;1795;;SOMMER;Carazinho;RS;99500000
330566;RUA NICOLAU TARANTO;239;;COMERCIAL;Resende;RJ;27542020
337871;RUA JOSÃ‰ DE MELO;418;;BOSQUE;Rio Branco;AC;69908330
320251;RUA COSTA GOMES;208;;CENTRO;Rio Verde;GO;75901050
359777;RUA RIO BRANCO;933;;CENTRO;RondonÃ³polis;MT;78700180
346276;RODOVIA JOSÃ‰ NELSON SCHINCARIOL (RODOVIA;2500;;CANJICA;Itu;SP;13301914
319708;RUA GASPAR MARTINS;1482;;NOSSA SENHORA MEDIANEIRA;Santa Maria;RS;97060260
331872;AVENIDA CASSIANO RICARDO;401;10 ANDAR, ED. HYDE PARK;JARDIM AQUÃRIUS;SÃ£o JosÃ© dos Campos;SP;12246870
335100;AV BADY BASSITT;3877;;VILA IMPERIAL;SÃ£o JosÃ© do Rio Preto;SP;15015700
416801;ALAMEDA MINISTRO ROCHA AZEVEDO;346;4Âº ANDAR;CERQUEIRA CÃ‰SAR;SÃ£o Paulo;SP;1410000
701;ALAMEDA MINISTRO ROCHA AZEVEDO;346;EdifÃ­cio Seguros, andares tÃ©rreo ao 9Âº, ;CERQUEIRA CESAR;SÃ£o Paulo;SP;1410901
337668;RUA SOCORRO;100;;SAO JOSE;Aracaju;SE;49015300
325571;RUA MOREIRA CESAR;2400;;PIO X;Caxias do Sul;RS;95034000
349534;RUA CORONEL RANDOLFO SIMÃ•ES;281;;BOA VISTA;Sete Lagoas;MG;35700102
348295;Rodovia Raposo Tavares, KM 103 + 670 met;103670;KM 103 + 670 metros Lote D-2/A-2;RegiÃ£o Oeste ;Sorocaba;SP;18052775
343153;RUA MANOEL GADELHA FILHO;37;TERREO;CENTRO;Sousa;PB;58802000
324175;AV. DR. BRENO SOARES MAIA;264;;BELO HORIZONTE;Passos;MG;37900110
327468;AV. CORONEL ACÃCIO PIEDADE;771;;CENTRO;Itapeva;SP;18400180
320706;AV FRANCISCO LACERDA DE AGUIAR;46;;GILBERTO MACHADO;Cachoeiro de Itapemirim;ES;29303300
353027;RUA DOUTOR VIRGILIO DE REZENDE;810;;CENTRO;Itapetininga;SP;18200046
354031;RUA VICENTE PELICANO;945;;AZULVILLE;SÃ£o Carlos;SP;13571000
323926;AV. HERMILIO ALVES;210;;CENTRO;SÃ£o JoÃ£o del Rei;MG;36307328
327638;RUA CAPITAO BRAZ;68;;CENTRO;SÃ£o JoÃ£o Nepomuceno;MG;36680000
370088;AV. ANTÃ”NIO JUNQUEIRA DE SOUZA;476;;CENTRO;SÃ£o LourenÃ§o;MG;37470000
327352;AV. DOUTOR DELFIM MOREIRA ;1400;;CENTRO;SÃ£o SebastiÃ£o do ParaÃ­so;MG;37950000
316881;RUA ALEXANDRE MATTAR;137;;SÃƒO DIOGO;TeÃ³filo Otoni;MG;39803075
353353;RUA SÃƒO JOÃƒO;1262;;CENTRO;Teresina;PI;64001360
359033;AV. DR.MOACIR REZENDE;358;;CENTRO;TrÃªs CoraÃ§Ãµes;MG;37410000
364070;RUA BARÃƒO DA BOA ESPERANÃ‡A;256;;CENTRO;TrÃªs Pontas;MG;37190000
337498;RUA DR BERNARDO BELLO;63;;CENTRO;TrÃªs Rios;RJ;25804030
354066;RUA ALAOR PRATA;294;;CENTRO;Uberaba;MG;38015010
384577;AVENIDA JOAO PINHEIRO ;639;;CENTRO;UberlÃ¢ndia;MG;38400126
335541;AV. JULIO DE CASTILHOS;135;;CENTRO;Nova Prata;RS;95320970
359289;Rubens Siqueira Maia;2030;Anexo Operadora;Bairro Centro;Coronel Fabriciano;MG;35170460
337561;PRAÃ‡A CORONEL MAXIMIANO;33;;CENTRO;Carangola;MG;36800000
313211;RUA OSVALDO ARANHA;1315;;CENTRO;Montenegro;RS;95780000
302228;RUA 13 DE MAIO;13;;SETOR GUANABARA;Ipameri;GO;75780000
370975;RUA GERMANO GREVE;734;;CENTRO;Mirassol d'Oeste;MT;78280000
334511;RUA VISCONDE DE PINDAMONHANGABA;100;;JARDIM BOA VISTA;Pindamonhangaba;SP;12401011
308811;RUA IPIRANGA;962;;CENTRO;Palotina;PR;85950000
314099;RUA JOSÃ‰ CORSINO;486;W;CENTRO;TangarÃ¡ da Serra;MT;78300000
356417;RUA TUPI ;962;;CENTRO;Novo Hamburgo;RS;93320050
323268;RUA DO COLISEU;123;;CENTRO;Petrolina;PE;56302390
311057;RUA RONCADOR;327;;CENTRO;UnaÃ­;MG;38610019
344729;Rua IrmÃ£o MÃ¡rio Esdras;200;;Vila Pinto;Varginha;MG;37010660
317896;RUA MAESTRO FILOMENO DOS SANTOS;109;;CENTRO;ManhuaÃ§u;MG;36900000
342131;AV. CAPITÃƒO CASTRO;4376;PREDIO;CENTRO;Vilhena;RO;76980010
357391;AV. CESAR HILAL;700;3Âº E 4Âº ANDARES;BENTO FERREIRA;VitÃ³ria;ES;29050903
314587;RUA GOMES BARBOSA;70;LOJA 02;CENTRO;ViÃ§osa;MG;36570101
393321;AV. AYRTON SENNA;2500;BL 01, SL 404/408, BL 03, SL 101/109, SS;BARRA DA TIJUCA;Rio de Janeiro;RJ;22775003
343731;RUA DR.BORMAN;51;11Âº andar;CENTRO;NiterÃ³i;RJ;24020320
414891;RUA RÃDIO CLUBE DE PERNAMBUCO;88;;MAURÃCIO DE NASSAU;Caruaru;PE;55012530
403512;RUA PADRE JEFERSON DE CARVALHO;43;;ALTO DO CRUZEIRO;Arapiraca;AL;57312480
340120;RUA SANTO ANDRÃ‰;340;;NOVA JABOTICABAL;Jaboticabal;SP;14887030
383929;AVENIDA SOARES LOPES;386;;CENTRO;IlhÃ©us;BA;45653005
327093;RUA VICENTE PASCHOAL;1261;;CENTRO;Bebedouro;SP;14700340
368555;AV GENTIL BITTENCOURT;1212;;NAZARÃ‰;BelÃ©m;PA;66040000
353752;AV. JÃšLIO DE CASTILHOS;745;SALA 204;CENTRO;Lajeado;RS;95900000
343919;RUA SENADOR JOSÃ‰ BERNARDO ;663;;CENTRO;CaicÃ³;RN;59300000
347604;RUA PADRE ANCHIETA;105;VILA PAVAN;CENTRO;Americana;SP;13465000
349283;RUA JOVENTINA ALVES;265;;SALGADO FILHO;Aracaju;SE;49020330
316997;RUA VOLUNTARIOS DA PATRIA;1947;;CENTRO;Araraquara;SP;14801320
362824;RUA GENERAL OSÃ“RIO;310;;CENTRO;AraÃ§atuba;SP;16010290
311669;RUA DISTRITO FEDERAL;1001;;CENTRO;AvarÃ©;SP;18700160
347477;RUA JOAO PASSOS;1310;;CENTRO;Botucatu;SP;18600040
347302;RUA CEL JOÃƒO  DIAS GUIMARÃƒES;20;;CENTRO;CaÃ§apava;SP;12281350
350494;AV BRASIL;200;;VILA ITAPURA;Campinas;SP;13023075
347183;RUA ANTONIO MARIA COELHO;1463;;CENTRO;Campo Grande;MS;79002221
402516;RUA SALDANHA MARINHO;416;LOJA 218;CENTRO;Campos dos Goytacazes;RJ;28010270
354686;PRAÃ‡A 9 DE JULHO;141;;CENTRO;Catanduva;SP;15800225
400556;RUA CASTRO ALVES;1511;2Âº andar , sala 208 - EdifÃ­cio Meritum C;CENTRO;Feira de Santana;BA;44001184
301647;AV DOS ARNALDOS;830;TERREO;CENTRO;FernandÃ³polis;SP;15600000
335258;RUA  COSTA BARROS;915;;CENTRO;Fortaleza;CE;60160280
309257;RUA SETE;2444;;CENTRO;Jales;SP;15700000
361569;AV. DUARTE DA SILVEIRA;541;;CENTRO;JoÃ£o Pessoa;PB;58013280
347795;RUA PETRONILHA ANTUNES;211;;CENTRO;JundiaÃ­;SP;13201080
369462;RUA TREZE DE MAIO;70;;JARDIM MERCEDES;Limeira;SP;13480171
344681;RUA PEDRO DE TOLEDO;880;;CENTRO;Lins;SP;16400106
350770;RUA PAES LEME;956;;JARDIM AMERICA;Londrina;PR;86010610
311391;RUA LEONARDO MALCHER;598;;CENTRO;Manaus;AM;69010170
343404;AV. GENERAL MELLO;448;;DOM AQUINO;CuiabÃ¡;MT;78015300
336238;RUA GUSTAVO DE GODOY;597;;CENTRO;Monte Alto;SP;15910000
331104;PRAÃ‡A PADRE JOÃƒO FARIA FIALHO;51;;CENTRO;Pindamonhangaba;SP;12400190
336017;AVENIDA CORONEL JOSÃ‰ SOARES MARCONDES;454;;VILA MACHADINHO;Presidente Prudente;SP;19020120
305740;RUA MONTEVIDÃ‰U;172;SALA 902 - EMPRESARIAL DESEMBARGADOR  PE;BOA VISTA;Recife;PE;50050250
403997;AV. CEARÃ;2219;;DOM GIOCONDO;Rio Branco;AC;69900303
349011;RUA 2;918;AVS.3 E 5;CENTRO;Rio Claro;SP;13500150
336025;RUA JAMARY ;1783;;PEDRINHAS;Porto Velho;RO;76801492
310107;RUA FRANCISCO GONÃ‡ALVES;1;SALA 205/206;COMERCIO;Salvador;BA;40015090
378682;AVENIDA INDEPENDÃŠNCIA;5;;CENTRO;SÃ£o JosÃ© do Rio Pardo;SP;13720000
342203;RUA VITÃ“RIA;123;CASA;CENTRO;Blumenau;SC;89010250
373109;RUA CARLOS GOMES;684;;CENTRO;SertÃ£ozinho;SP;14160020
334243;AV. BARÃƒO DE TATUI;628;;J. VERGUEIRO;Sorocaba;SP;18030000
313751;PRAÃ‡A PRESIDENTE KENNEDY;24;;CENTRO;SÃ£o JosÃ© dos Campos;SP;12245730
350290;RUA GENERAL OSÃ“RIO;1309;;CENTRO;Taquaritinga;SP;15900000
359726;TRAVESSA AUGUSTO DE ALMEIDA;44;SALA 315 E 316;CENTRO;TrÃªs Rios;RJ;25804130
350630;RUA FREI DAMIÃƒO;2856;;SANTA ELISA;Votuporanga;SP;15505187
314315;RUA CORREIA DIAS ;185;;PARAÃSO;SÃ£o Paulo;SP;4104000
358339;RUA RUI DE ALMEIDA;519;;CENTRO;Itumbiara;GO;75503090
313807;RUA CIRO MELLO;2658;;JARDIM CENTRAL;Dourados;MS;79805031
370711;RUA RESK SALIN CARONE;50;EDIF IBISA;GILBERTO MACHADO;Cachoeiro de Itapemirim;ES;29303310
341894;AV. 24 DE MAIO;1091;;CENTRO;Sant'Ana do Livramento;RS;97573450
358436;RUA T-27;1115;Quadra 65, Lote 4;SETOR BUENO;GoiÃ¢nia;GO;74215030
343056;AVENIDA MAJOR ACÃCIO FERREIRA;670;;JD. LEONÃDIA;JacareÃ­;SP;12327070
401919;RUA JOSÃ‰ PERES;46;LOJA 01;CENTRO;Leopoldina;MG;36700000
300195;RUA MARECHAL DEODORO;411;;CENTRO;MacaÃ©;RJ;27910310
